hora_leitura,sensor_1_Sensor Fósforo,sensor_2_Sensor Potássio,sensor_3_Sensor PH,sensor_4_Sensor Umidade,sensor_5_Sensor Estado do Relé de Irrigação
12:45:35 AM,0,0,8.71240904,55.03115375,0
12:46:52 AM,0,1,10.41804882,35.69044013,0
12:25:51 AM,1,1,8.17619598,56.60798938,1
12:27:16 AM,1,1,7.441157804,82.21996181,1
12:28:47 AM,1,0,0.968050071,85.26872424,1
12:30:04 AM,1,0,4.307732216,15.56746504,1
12:09:03 AM,0,1,13.82585617,13.40761997,1
12:10:28 AM,1,0,7.380755336,44.84721334,0
12:11:59 AM,1,1,8.254790588,54.2498704,1
12:13:16 AM,1,1,4.670074696,30.46185765,0
12:52:15 AM,0,1,7.924250775,77.19487758,0
12:53:40 AM,1,1,3.796368958,80.18206061,1
12:55:11 AM,0,0,11.22788496,9.430221941,1
12:56:28 AM,0,0,1.41186091,97.57489232,1
12:35:27 AM,0,0,12.46290453,70.25259498,0
12:36:52 AM,1,0,10.74065747,51.57827044,1
12:38:23 AM,0,0,10.36057831,32.50476114,1
12:39:40 AM,1,0,7.597633619,38.17678155,0
12:18:39 AM,1,1,4.899057145,31.45718295,1
12:20:04 AM,0,1,13.77615472,66.6032448,0
12:21:35 AM,0,1,9.884724912,2.087118892,0
12:22:52 AM,1,1,5.940663795,85.70757969,0
12:01:51 AM,0,0,9.896128061,31.17875403,1
12:03:16 AM,0,0,12.50392867,63.15412982,1
12:04:47 AM,0,1,10.00608707,60.23864534,1
12:06:04 AM,1,0,12.27748936,41.91253962,0
12:45:03 AM,1,0,2.680598082,44.41344079,1
12:46:28 AM,1,1,5.722777465,10.81944558,0
12:47:59 AM,0,0,9.370813019,80.6963465,0
12:49:16 AM,1,0,10.72968393,59.90737998,1
12:28:15 AM,0,0,2.805284544,8.57843934,0
12:29:40 AM,1,0,10.47635349,54.80737376,0
12:31:11 AM,1,0,3.488407978,41.79253155,0
12:32:28 AM,1,1,1.122505725,84.1688674,1
12:11:27 AM,0,1,13.44262374,64.2889169,1
12:12:52 AM,1,1,4.749314178,19.46059073,1
12:14:23 AM,1,1,5.215996031,41.1297361,0
12:15:40 AM,1,1,0.244669492,28.08544837,0
12:54:39 AM,0,1,12.07570912,73.95959986,1
12:56:04 AM,0,0,4.030597007,70.53575093,0
12:57:35 AM,0,1,5.325677439,48.63761084,0
12:58:52 AM,1,1,4.880035905,85.80216866,1
12:37:51 AM,0,0,9.251022085,72.70152812,1
12:39:16 AM,0,1,8.094709252,71.42997776,1
12:40:47 AM,1,1,8.068929971,81.68793039,1
12:42:04 AM,1,1,9.779915476,22.90695557,1
12:21:03 AM,0,1,13.13423129,74.29276272,0
12:22:28 AM,0,1,7.661439227,5.017203607,1
12:23:59 AM,1,1,11.10157145,78.96267136,1
12:25:16 AM,1,1,4.616367737,6.471561001,1
12:04:15 AM,0,0,0.698491527,67.30518453,1
12:05:40 AM,1,0,4.472405722,37.93747391,1
12:07:11 AM,0,1,12.56948988,85.30893339,0
12:08:28 AM,0,1,1.361671416,74.08156921,1
12:47:27 AM,1,1,2.773825163,68.65504725,0
12:48:52 AM,1,0,6.102599417,25.66361298,1
12:50:23 AM,1,1,7.087862899,24.07943945,0
12:51:40 AM,0,0,11.26249864,21.68942227,0
12:30:39 AM,0,0,10.0045967,93.88579348,1
12:32:04 AM,0,0,2.631219756,9.494907848,0
12:33:35 AM,0,0,0.062058422,28.55321894,1
12:34:52 AM,0,1,8.114702627,59.54868849,1
12:13:51 AM,0,1,5.413997972,56.93774842,0
12:15:16 AM,0,1,7.568350258,45.355671,0
12:16:47 AM,0,1,0.533034997,57.95444277,0
12:18:04 AM,1,0,8.322006757,58.93112259,1
12:57:03 AM,0,1,8.126885345,79.47066516,0
12:58:28 AM,0,1,13.74521845,8.989241586,0
12:59:59 AM,1,0,2.898377272,40.67643421,0
12:01:16 AM,0,1,10.90394725,49.08788656,1
12:40:15 AM,0,0,4.677280414,52.34394169,1
12:41:40 AM,0,1,13.93333662,39.33280968,0
12:43:11 AM,0,1,5.693379712,5.96592907,0
12:44:28 AM,1,0,9.063976773,25.69395378,0
12:23:27 AM,1,1,7.746684825,99.20551989,0
12:24:52 AM,1,1,2.543261847,70.94887323,0
12:26:23 AM,1,1,0.202429363,43.46794556,0
12:27:40 AM,0,1,4.460525936,36.65902218,1
12:06:39 AM,0,1,1.659553939,9.107008339,0
12:08:04 AM,0,1,5.847831018,46.43696273,0
12:09:35 AM,1,1,7.134531849,86.55676472,1
12:10:52 AM,0,1,6.204857303,12.93457833,1
12:49:51 AM,0,0,9.536325691,91.68971366,0
12:51:16 AM,0,1,11.98931654,66.10093021,1
12:52:47 AM,1,0,1.086666405,76.05052085,1
12:54:04 AM,1,1,11.41188901,62.77584125,0
12:33:03 AM,1,1,1.846648769,92.04061783,0
12:34:28 AM,0,0,1.502326306,48.36754146,0
12:35:59 AM,0,0,8.553127164,84.87620459,0
12:37:16 AM,0,0,3.100182126,41.36109114,1
12:16:15 AM,1,0,12.02994051,87.73976816,1
12:17:40 AM,1,0,11.56037775,97.91109785,0
12:19:11 AM,1,1,0.968141149,46.06295148,0
12:20:28 AM,1,0,7.282088343,15.62421247,1
12:59:27 AM,0,1,1.16013858,25.91374702,0
12:00:52 AM,1,1,3.285196209,51.42599057,0
12:02:23 AM,0,0,0.433701318,58.38064462,0
12:03:40 AM,0,1,5.62021882,79.33420916,0
12:42:39 AM,1,1,5.678285576,16.35741472,1
12:44:04 AM,0,1,12.05176879,15.6243965,0
12:45:35 AM,0,1,11.90192678,17.69173368,0
12:46:52 AM,0,0,3.126202777,39.3319689,0
12:25:51 AM,0,1,4.073084724,48.49631849,1
12:27:16 AM,0,0,11.81236466,54.01095336,0
12:28:47 AM,0,1,5.091213161,93.36767938,0
12:30:04 AM,1,0,7.462990493,73.14533369,0
12:09:03 AM,1,1,7.712325622,17.66912214,0
12:10:28 AM,1,1,2.699058709,81.25339236,0
12:11:59 AM,1,0,3.307508401,19.02544585,1
12:13:16 AM,0,0,6.996163046,98.10403931,0
12:52:15 AM,1,1,2.15765514,94.69445826,0
12:53:40 AM,1,1,3.085994807,88.55810564,1
12:55:11 AM,0,0,13.79136551,3.983391291,0
12:56:28 AM,1,1,12.34988907,39.79383443,1
12:35:27 AM,1,1,3.301025686,42.60425428,0
12:36:52 AM,1,0,4.914821062,31.66770347,1
12:38:23 AM,1,0,2.499498222,87.06102131,0
12:39:40 AM,1,1,8.341313238,34.44398261,0
12:18:39 AM,1,1,11.85553692,58.13769914,0
12:20:04 AM,1,1,9.454759194,47.43347167,0
12:21:35 AM,0,1,13.80847341,85.80601566,0
12:22:52 AM,0,0,7.386463369,92.63348566,1
12:01:51 AM,0,0,12.14760248,26.80119984,0
12:03:16 AM,1,1,4.994887238,34.70898422,1
12:04:47 AM,0,0,3.09147159,41.02782371,1
12:06:04 AM,0,1,5.306156599,56.94565133,1
12:45:03 AM,1,1,1.239030707,2.539488887,0
12:46:28 AM,0,1,10.62900457,43.4032426,1
12:47:59 AM,0,1,7.723311848,94.44949156,1
12:49:16 AM,0,1,2.159415478,23.33499689,0
12:28:15 AM,1,0,10.66139633,98.73243379,0
12:29:40 AM,1,0,10.45826835,48.48480995,1
12:31:11 AM,0,1,3.482277635,49.21573448,0
12:32:28 AM,1,0,13.19479921,22.70890139,1
12:11:27 AM,0,0,4.911494935,29.23892218,0
12:12:52 AM,0,0,1.980620398,9.50145159,1
12:14:23 AM,0,1,7.023238634,36.69635794,1
12:15:40 AM,0,1,5.249327397,69.02402336,0
12:54:39 AM,1,0,6.430491309,52.44597912,0
12:56:04 AM,0,0,8.191417426,64.19035356,1
12:57:35 AM,1,1,7.427335585,83.15801241,1
12:58:52 AM,0,0,1.861861603,61.08455942,0
12:37:51 AM,1,1,0.237118981,33.26151568,0
12:39:16 AM,1,1,7.375803111,4.217815857,1
12:40:47 AM,0,0,2.116242737,79.11774071,1
12:42:04 AM,0,0,6.677859862,14.70623053,0
12:21:03 AM,0,1,1.164158816,34.65995289,0
12:22:28 AM,0,1,8.892973304,72.79253403,0
12:23:59 AM,0,0,8.960075288,54.6947884,0
12:25:16 AM,1,1,7.083045151,29.44378473,0
12:04:15 AM,0,0,10.43703291,91.37955036,0
12:05:40 AM,0,1,2.427062057,96.13831365,0
12:07:11 AM,0,1,11.91614148,94.76376982,1
12:08:28 AM,0,0,7.980363185,24.22629549,1
12:47:27 AM,1,0,12.22442489,6.923583069,0
12:48:52 AM,0,1,0.303057875,64.28543522,1
12:50:23 AM,1,0,13.94840008,14.19379557,0
12:51:40 AM,0,0,4.025676995,69.89686663,0
12:30:39 AM,1,0,2.82981475,7.741048176,0
12:32:04 AM,0,0,13.01961723,85.87575357,0
12:33:35 AM,1,1,10.58370218,13.48140911,0
12:34:52 AM,1,1,3.076061025,36.32109658,0
12:13:51 AM,1,0,2.914175743,19.29891945,0
12:15:16 AM,1,1,4.915159288,21.83174528,0
12:16:47 AM,0,0,12.35347603,81.46981927,0
12:18:04 AM,1,1,3.577482601,1.475803167,0
12:57:03 AM,1,0,8.459452477,13.10114471,0
12:58:28 AM,1,0,8.970224621,80.97291638,0
12:59:59 AM,0,1,10.23691016,93.46736301,1
12:01:16 AM,1,1,8.002749879,71.58423697,0
12:40:15 AM,0,1,10.05917423,40.40621611,1
12:41:40 AM,1,1,1.157839443,16.00115887,1
12:43:11 AM,0,0,1.965125535,65.86509605,0
12:44:28 AM,1,1,13.55331391,76.87503472,0
12:23:27 AM,1,1,10.16548843,80.39572055,0
12:24:52 AM,0,1,4.945254345,51.46827097,0
12:26:23 AM,0,1,5.435548131,62.11216538,1
12:27:40 AM,0,1,10.10871945,20.71969823,1
12:06:39 AM,0,1,13.23859227,7.347940876,0
12:08:04 AM,0,0,13.6974453,4.048647512,1
12:09:35 AM,0,0,6.865139635,86.25820042,0
12:10:52 AM,1,0,10.56575646,5.065107933,0
12:49:51 AM,1,1,8.843754437,19.6154911,1
12:51:16 AM,1,1,3.799219627,5.514230751,0
12:52:47 AM,0,1,10.69045178,64.94358267,1
12:54:04 AM,1,0,0.276935348,81.46543002,1
12:33:03 AM,0,1,4.403857507,69.76556639,1
12:34:28 AM,0,0,9.236367869,38.31667838,0
12:35:59 AM,1,1,6.03767292,22.2935352,0
12:37:16 AM,1,0,2.784014095,13.10842159,0
12:16:15 AM,1,0,7.335670548,10.62155623,0
12:17:40 AM,0,0,3.902745287,79.80280597,0
12:19:11 AM,1,1,9.426715262,23.53407924,0
12:20:28 AM,0,1,6.543063773,23.24959622,0
12:59:27 AM,1,0,1.868212304,44.6943034,0
12:00:52 AM,0,1,12.70677693,30.56629067,1
12:02:23 AM,1,0,0.012398848,79.94419443,1
12:03:40 AM,1,0,0.801270093,42.64930736,1
12:42:39 AM,1,0,13.50523721,40.62929001,0
12:44:04 AM,0,0,7.776513283,33.79503256,0
12:45:35 AM,1,1,1.536418575,49.47259909,1
12:46:52 AM,1,0,4.762719804,28.36819847,0
12:25:51 AM,0,0,13.88447349,61.4493746,1
12:27:16 AM,0,1,7.389593969,33.8113345,0
12:28:47 AM,0,1,12.77902212,79.10357565,1
12:30:04 AM,1,0,0.841015935,7.733368457,1
12:09:03 AM,1,0,7.146539164,92.59950733,0
12:10:28 AM,1,0,9.882876229,90.41325064,1
12:11:59 AM,1,1,0.910570833,6.566986368,1
12:13:16 AM,1,1,8.762675438,32.91106102,1
12:52:15 AM,1,0,0.287457829,58.49019422,1
12:53:40 AM,0,1,6.86036799,11.65296792,1
12:55:11 AM,1,1,10.75794609,43.19413001,1
12:56:28 AM,0,0,6.549225971,50.77607676,1
12:35:27 AM,1,0,1.914655332,26.03833969,1
12:36:52 AM,0,0,4.835352823,58.63266436,1
12:38:23 AM,1,1,9.945529785,55.24231804,1
12:39:40 AM,0,1,6.24370302,92.27357859,0
12:18:39 AM,0,1,1.442045824,21.43371639,1
12:20:04 AM,1,0,1.597215683,32.6452779,0
12:21:35 AM,0,0,2.224467961,43.54517329,1
12:22:52 AM,0,0,3.155033047,19.10218532,1
12:01:51 AM,0,1,13.0798684,95.4482391,0
12:03:16 AM,1,1,5.175656942,59.38945902,1
12:04:47 AM,1,0,2.994913636,39.29917434,1
12:06:04 AM,0,1,5.50408464,44.12254657,0
12:45:03 AM,1,0,4.307691565,76.97893683,0
12:46:28 AM,1,1,12.12964487,75.44361685,1
12:47:59 AM,1,0,2.714852531,71.29957849,0
12:49:16 AM,1,1,7.865978609,81.41811054,1
12:28:15 AM,0,0,11.37450783,28.93778816,0
12:29:40 AM,1,1,0.580341277,14.48224435,1
12:31:11 AM,1,0,1.442747759,88.59634951,0
12:32:28 AM,1,0,1.598239946,18.61329068,0
12:11:27 AM,0,0,0.320433931,81.74360496,0
12:12:52 AM,1,0,10.23270026,32.50010548,0
12:14:23 AM,1,1,4.607277285,98.49130475,0
12:15:40 AM,1,0,12.87675772,14.67915314,0
12:54:39 AM,0,0,9.052001304,28.74953306,1
12:56:04 AM,1,0,7.655495502,62.19661285,0
12:57:35 AM,1,1,0.370166681,73.48166219,1
12:58:52 AM,0,0,10.22964603,54.22463661,1
12:37:51 AM,1,1,13.50694918,48.11740225,1
12:39:16 AM,0,1,7.846155493,54.33435965,1
12:40:47 AM,0,0,5.305151453,43.55041617,1
12:42:04 AM,1,0,13.58385861,90.24672771,1
12:21:03 AM,0,0,7.348286739,48.02128485,0
12:22:28 AM,1,0,13.15330129,57.59482926,1
12:23:59 AM,1,0,1.988257872,57.41936735,0
12:25:16 AM,1,0,6.380058145,94.40791708,0
12:04:15 AM,0,0,0.704613414,37.38789839,0
12:05:40 AM,1,1,11.98658333,95.22469413,1
12:07:11 AM,0,0,1.400382103,98.61322828,1
12:08:28 AM,1,1,8.848450427,44.10121318,0
12:47:27 AM,0,1,1.086246996,51.49105766,0
12:48:52 AM,1,1,12.12441953,76.57965208,0
12:50:23 AM,1,0,12.73413402,46.88150537,1
12:51:40 AM,1,0,7.676035845,82.54481424,1
12:30:39 AM,1,1,8.146555387,73.43129839,0
12:32:04 AM,1,1,12.66423084,41.85368504,1
12:33:35 AM,1,0,7.983383591,54.77044959,0
12:34:52 AM,1,0,13.59387275,14.41818417,0
12:13:51 AM,0,1,2.815006676,20.47564502,1
12:15:16 AM,1,0,2.538608486,5.943814609,1
12:16:47 AM,1,0,6.033814045,86.48769928,1
12:18:04 AM,0,0,13.63829266,63.47475038,0
12:57:03 AM,0,0,1.228993056,79.86092652,0
12:58:28 AM,0,0,6.987903893,49.71228834,1
12:59:59 AM,1,1,12.07477299,60.70494547,0
12:01:16 AM,1,1,10.63770283,16.00977102,0
12:40:15 AM,1,1,10.70853897,26.84699258,0
12:41:40 AM,1,0,9.449544585,51.52858889,0
12:43:11 AM,1,1,13.55481314,50.1263718,0
12:44:28 AM,1,1,4.513925619,54.78725566,1
12:23:27 AM,1,0,6.331394438,43.60443722,0
12:24:52 AM,0,0,5.03690502,59.75446557,1
12:26:23 AM,1,1,13.07970394,1.367149564,1
12:27:40 AM,1,1,3.300858669,80.39894645,0
12:06:39 AM,1,0,2.374677464,86.29341548,0
12:08:04 AM,1,0,10.31495495,78.14376029,1
12:09:35 AM,0,1,1.461147003,34.48047461,0
12:10:52 AM,0,1,4.325040445,50.48418782,0
12:49:51 AM,0,0,13.37732485,24.67944752,0
12:51:16 AM,1,0,1.316732283,99.32287153,1
12:52:47 AM,1,0,9.79836896,24.04060859,0
12:54:04 AM,1,0,9.047047492,16.04314652,0
12:33:03 AM,1,1,9.622796316,44.06960559,0
12:34:28 AM,0,0,6.818930736,71.27495062,0
12:35:59 AM,1,0,0.634977677,2.573621736,0
12:37:16 AM,1,1,8.969647466,71.60775047,1
12:16:15 AM,0,1,8.407385609,14.36810429,1
12:17:40 AM,0,0,10.99243097,78.5948066,0
12:19:11 AM,0,1,7.981533197,35.17675065,0
12:20:28 AM,0,1,12.33722616,9.54639433,0
12:59:27 AM,0,1,13.30706044,99.68103402,1
12:00:52 AM,0,1,9.586855823,88.71706373,0
12:02:23 AM,1,0,5.374405684,50.34333605,1
12:03:40 AM,0,1,0.177594012,37.3932615,0
12:42:39 AM,1,1,7.763551039,91.14054949,1
12:44:04 AM,1,0,3.124164517,41.78054848,1
12:45:35 AM,0,0,1.599042557,51.79885816,0
12:46:52 AM,1,1,0.856293643,3.192237459,0
12:25:51 AM,0,1,1.356329237,70.63357528,1
12:27:16 AM,0,1,8.280545494,97.09501909,1
12:28:47 AM,1,1,9.403186967,52.24203882,1
12:30:04 AM,1,0,5.658698253,98.77453778,1
12:09:03 AM,1,1,12.26836534,71.63506308,1
12:10:28 AM,1,0,1.690462069,67.68373056,1
12:11:59 AM,1,1,11.32134271,55.81880886,1
12:13:16 AM,1,1,6.474368656,87.62296834,0
12:52:15 AM,0,1,6.765865321,37.56126265,0
12:53:40 AM,1,1,12.28974705,8.33444392,1
12:55:11 AM,0,0,9.721059785,47.42101022,0
12:56:28 AM,0,0,12.26755864,70.20542821,1
12:35:27 AM,1,1,13.93649914,10.91426881,0
12:36:52 AM,1,0,4.205157314,76.26279769,0
12:38:23 AM,1,0,6.134641995,12.02719797,1
12:39:40 AM,0,0,13.311776,55.20273143,0
12:18:39 AM,0,0,3.605238897,91.48404543,0
12:20:04 AM,0,0,0.409380325,84.00158011,0
12:21:35 AM,1,0,13.8396707,80.5535839,1
12:22:52 AM,0,0,6.45712741,16.64599455,1
12:01:51 AM,0,0,1.927029716,35.26522084,0
12:03:16 AM,1,0,2.360248929,43.74356513,0
12:04:47 AM,1,0,11.98936192,64.29445378,1
12:06:04 AM,0,0,13.71007556,41.66251135,1
12:45:03 AM,1,0,0.37950926,92.74823536,1
12:46:28 AM,1,0,9.539003084,99.52515026,1
12:47:59 AM,1,1,0.673269695,40.41067183,0
12:49:16 AM,0,0,0.732382853,7.536816471,1
12:28:15 AM,0,0,1.399266047,11.77252499,0
12:29:40 AM,1,1,11.87543772,87.0519207,0
12:31:11 AM,1,0,8.946692864,84.43376136,1
12:32:28 AM,1,1,10.20488364,66.24248025,0
12:11:27 AM,0,1,8.698011505,66.17200239,0
12:12:52 AM,1,0,6.803984759,89.93783044,0
12:14:23 AM,0,1,7.658990371,58.68551216,1
12:15:40 AM,0,1,5.480035394,86.1110992,0
12:54:39 AM,0,0,9.323150826,84.61584496,1
12:56:04 AM,1,1,9.300143631,2.321659845,0
12:57:35 AM,0,1,8.46758707,89.22176129,1
12:58:52 AM,0,0,10.09234166,69.75663987,1
12:37:51 AM,1,1,3.355048142,71.23272605,0
12:39:16 AM,1,0,8.170285596,34.68473453,0
12:40:47 AM,0,0,8.978391364,64.68352025,0
12:42:04 AM,0,1,1.726836487,70.27474017,1
12:21:03 AM,0,1,9.113444088,36.59445755,1
12:22:28 AM,0,1,10.99142789,86.30317306,0
12:23:59 AM,1,0,8.628052788,25.48873026,1
12:25:16 AM,0,1,6.782621251,77.88623688,0
12:04:15 AM,1,1,9.457548068,62.42424251,1
12:05:40 AM,0,1,7.181377253,75.37977031,1
12:07:11 AM,1,0,13.28417094,4.436506996,0
12:08:28 AM,1,1,5.203782851,86.10401955,1
12:47:27 AM,0,1,11.62650612,98.21432416,1
12:48:52 AM,1,0,5.031344074,32.271873,0
12:50:23 AM,1,1,5.177354612,18.67120082,1
12:51:40 AM,0,0,2.508687504,27.85352273,1
12:30:39 AM,0,1,13.18802228,89.99614307,1
12:32:04 AM,1,1,8.894036477,31.73249026,0
12:33:35 AM,1,0,6.660467997,44.22467004,0
12:34:52 AM,0,1,3.429422968,7.164883163,1
12:13:51 AM,0,0,12.52058112,96.47561763,0
12:15:16 AM,1,1,8.826151319,75.55219426,1
12:16:47 AM,0,0,13.95903446,45.73669332,0
12:18:04 AM,0,0,7.100420961,64.25199637,0
12:57:03 AM,0,0,12.19539532,74.88934485,1
12:58:28 AM,0,1,10.37064315,67.86276128,0
12:59:59 AM,1,1,2.419422014,31.18356533,1
12:01:16 AM,1,0,0.087732219,55.36034973,1
12:40:15 AM,1,1,3.609745816,99.97082528,0
12:41:40 AM,1,1,3.826494539,34.25225376,0
12:43:11 AM,0,0,11.52554373,79.0221153,1
12:44:28 AM,1,1,12.22564477,27.86676223,1
12:23:27 AM,1,0,0.250342392,17.02669223,1
12:24:52 AM,1,1,5.977339786,47.84206652,0
12:26:23 AM,1,1,10.54763505,95.57471271,0
12:27:40 AM,0,0,13.64371556,32.90551107,0
12:06:39 AM,1,0,12.02681077,31.77059943,0
12:08:04 AM,0,0,3.492063774,47.81569018,0
12:09:35 AM,1,0,0.350689721,13.27603057,1
12:10:52 AM,1,1,0.31288971,62.4233288,1
12:49:51 AM,1,1,11.35702451,17.14535924,0
12:51:16 AM,0,1,5.48622235,22.69300886,0
12:52:47 AM,1,0,6.529071609,5.224861319,0
12:54:04 AM,1,0,12.66336972,20.99756365,0
12:33:03 AM,0,1,4.079787383,7.154538984,1
12:34:28 AM,1,1,9.018596155,87.4510952,1
12:35:59 AM,0,0,0.837304167,5.527078322,0
12:37:16 AM,0,1,12.04875831,56.96856926,1
12:16:15 AM,0,0,8.109017451,50.71871696,0
12:17:40 AM,0,1,0.506515326,91.65177118,0
12:19:11 AM,0,0,0.690682732,79.14062475,0
12:20:28 AM,1,0,7.676565135,35.38893987,0
12:59:27 AM,0,0,1.546262058,39.88543394,1
12:00:52 AM,0,1,1.620493052,30.48683981,1
12:02:23 AM,0,0,11.59715725,86.78538803,1
12:03:40 AM,0,0,7.312425776,12.796628,0
12:42:39 AM,1,0,0.452897152,5.204236111,0
12:44:04 AM,1,0,5.606204744,99.18556663,1
12:45:35 AM,1,1,10.91895004,12.81389755,1
12:46:52 AM,1,1,11.23642567,47.10133526,0
12:25:51 AM,0,1,2.492475092,89.76841286,1
12:27:16 AM,1,1,8.308674805,46.59329509,0
12:28:47 AM,0,1,8.536968241,54.95379106,0
12:30:04 AM,1,0,8.143344012,98.99176989,1
12:09:03 AM,1,1,13.29150271,8.263763098,1
12:10:28 AM,1,1,5.892229762,30.53806785,0
12:11:59 AM,1,0,3.138173778,84.59884872,1
12:13:16 AM,1,1,2.500804139,43.17120023,0
12:52:15 AM,1,1,5.861391128,91.22863191,0
12:53:40 AM,0,0,8.728880838,98.03077531,1
12:55:11 AM,1,1,11.96551109,41.82922281,1
12:56:28 AM,0,0,2.720933457,24.94638916,0
12:35:27 AM,0,0,13.37478225,56.6232859,0
12:36:52 AM,1,0,13.59786865,94.07891671,1
12:38:23 AM,0,0,2.406257207,40.19563467,1
12:39:40 AM,0,0,5.810246058,22.99918491,0
12:18:39 AM,0,0,1.401222535,70.64949881,0
12:20:04 AM,0,1,13.07731044,32.3288853,0
12:21:35 AM,0,0,12.25233419,31.22655097,0
12:22:52 AM,0,1,5.976236689,5.557997315,1
12:01:51 AM,1,0,5.233210342,17.1645514,1
12:03:16 AM,1,1,0.309485165,35.78716403,1
12:04:47 AM,1,0,11.49524594,2.254900062,0
12:06:04 AM,0,1,3.34694262,99.47543552,0
12:45:03 AM,1,0,2.230358112,28.5636753,0
12:46:28 AM,1,1,7.420873234,30.56919946,1
12:47:59 AM,0,1,13.58266901,60.90551763,1
12:49:16 AM,1,0,1.707432234,68.5047581,0
12:28:15 AM,0,0,3.461744355,40.88011184,0
12:29:40 AM,0,0,3.528104749,70.50330647,1
12:31:11 AM,1,0,3.483936565,41.21402684,0
12:32:28 AM,0,0,6.330269462,34.38642369,1
12:11:27 AM,1,0,13.31142443,12.30098496,1
12:12:52 AM,0,1,3.286413124,83.74359163,1
12:14:23 AM,1,0,7.842920811,48.62568293,1
12:15:40 AM,0,1,4.485458475,65.7307493,1
12:54:39 AM,0,0,12.65274049,0.099484994,1
12:56:04 AM,1,0,1.421665721,74.36811231,0
12:57:35 AM,1,0,13.14776472,10.42540582,1
12:58:52 AM,1,0,7.940802172,20.59128929,1
12:37:51 AM,0,0,11.99075425,21.8212535,0
